video_id,video_url,title,video_type,published_at,channel_id,channel_title,channel_url,source_person_ids,source_person_names,source_team_names,source_seasons,division,detected_season_id,detected_week,detected_stage,detected_round,match_status,best_match_id,confidence,confidence_tier,match_basis,confidence_explanation,perspective_person,opponent,view_count,like_count,comment_count,duration,duration_seconds,stats_fetched_at,views_baseline_median,views_multiplier,views_percentile,views_z_score,video_highlight_reasons,views_week_factor,views_opponent_factor,views_expected,views_trend_multiplier,views_trend_percentile,views_trend_z_score,views_trend_highlight_reasons,source_urls
_mO1-OHUcww,https://www.youtube.com/watch?v=_mO1-OHUcww,GPL - Spieltag 6 - vs. Mortox : Fiaro? Ja? Nein!,game,2014-10-19T10:00:11Z,UCbVtitB1c63WGzsZYmzUFzg,SurskitTV,https://www.youtube.com/user/SurskitTV,person_surskittv,SurskitTV,SurDrakings;Surstars,season_001;season_002;season_003;season_004,Regular Season,season_001,6,regular_season,,matched,season_001_schedule_0109,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 6; channel identifies SurskitTV; title names Morbolth as opponent; channel and title identify opposite sides,SurskitTV,Morbolth,1572,76,10,PT30M42S,1842,2026-06-19T11:59:12Z,1440,1.09,0.74,0.28,,1.03,1,1484.3,1.06,0.75,0.47,,https://www.youtube.com/watch?v=_mO1-OHUcww;https://www.youtube.com/user/SurskitTV
OGFOIXjPrDQ,https://www.youtube.com/watch?v=OGFOIXjPrDQ,GPL - Spieltag 6 - vs. Lucky Luxray: Unglaublich!,game,2014-10-19T11:00:03Z,UCGJoPLl-4NriTMUsNMK-9Zg,Present,https://www.youtube.com/user/Present,person_present,PresentLP,PrekaKnight;Prekani;Soulblaze,season_001;season_002;season_003;season_004;season_005;season_006;season_007;season_008;season_009,Regular Season,season_001,6,regular_season,,matched,season_001_schedule_0111,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 6; channel identifies PresentLP; title names DirtyD64 as opponent; channel and title identify opposite sides,PresentLP,DirtyD64,1682,80,21,PT13M13S,793,2026-06-19T11:59:12Z,1589,1.06,0.81,0.83,,1.03,1,1631,1.03,0.7,0.29,,https://www.youtube.com/watch?v=OGFOIXjPrDQ;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP
QijmijoQPz0,https://www.youtube.com/watch?v=QijmijoQPz0,GPL - Spieltag 6 - vs. Rasselbande : Toxin miss...,game,2014-10-19T12:00:05Z,UCwpw7YN2wCG1SeK-09ViUHg,Raizor,https://www.youtube.com/c/Raizor,person_raizor,Raizor,Raizoroark;Soulblaze;Soulstealer;Unbound Zoroarks,season_001;season_002;season_003;season_005;season_006;season_007;season_008;season_009,Regular Season,season_001,6,regular_season,,matched,season_001_schedule_0113,85,high,"source_season,week,channel",matched season season_001 from normalized match; matched source season season_001; matched week 6; channel identifies Raizor,Raizor,PokemonFakten,5646,182,29,PT10M23S,623,2026-06-19T11:59:12Z,6206.5,0.91,0.28,-0.55,,1.03,1.07,6803.6,0.83,0.2,-1.26,,https://www.youtube.com/watch?v=QijmijoQPz0;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt
JM0JxNbMmMI,https://www.youtube.com/watch?v=JM0JxNbMmMI,GPL - Spieltag 6 - vs. Diggersby Army: Ein Rihornior zum Liebhaben,game,2014-10-19T14:00:03Z,UClbnmUIrsk42cC9Nlm_Npnw,Fnupa,https://www.youtube.com/user/Fnupa,person_fnupa,Cabgolord,Doomforce;Fnupagladi,season_001;season_002,Regular Season,season_001,6,regular_season,,matched,season_001_schedule_0117,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 6; channel identifies Cabgolord; title names Silva as opponent; channel and title identify opposite sides,Cabgolord,Silva,501,21,2,PT11M49S,709,2026-06-19T11:59:12Z,554,0.9,0.4,-0.35,,1.03,1.01,576.5,0.87,0.27,-0.93,,https://www.youtube.com/watch?v=JM0JxNbMmMI;https://www.youtube.com/user/Fnupa;https://www.youtube.com/user/Fnupa/
st_dYZPE1c0,https://www.youtube.com/watch?v=st_dYZPE1c0,GPL - Spieltag 6 - vs. FNUPAGLADI: STONE EDGE.....,game,2014-10-19T14:00:23Z,UCTk-IMDTJ1SxuUKiZ-VBCsQ,Silva,https://www.youtube.com/user/FinaALFaNtAsyLP,person_silva,Silva,Diggersby Army,season_001,Regular Season,season_001,6,regular_season,,matched,season_001_schedule_0117,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 6; channel identifies Silva; title names Cabgolord as opponent; channel and title identify opposite sides,Silva,Cabgolord,672,40,16,PT12M11S,731,2026-06-19T11:59:12Z,672,1,0.53,0,,1.03,1,691.7,0.97,0.44,-0.14,,https://www.youtube.com/watch?v=st_dYZPE1c0;https://www.youtube.com/user/FinaALFaNtAsyLP
ONKm_24WjY8,https://www.youtube.com/watch?v=ONKm_24WjY8,GPL ★ Spieltag 6 - VS. Diaslashplay : Auf den letzten Drücker,game,2014-10-19T15:00:09Z,UCn4dc4SWrOVdhrLB7FXH6ew,DaumenkinoLP,https://www.youtube.com/c/DaumenkinoLP,person_daumenkino,DaumenkinoLP,Melting Mamoswines,season_001;season_002;season_003,Regular Season,season_001,6,regular_season,,matched,season_001_schedule_0119,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 6; channel identifies DaumenkinoLP; title names DiaSwordPlay as opponent; channel and title identify opposite sides,DaumenkinoLP,DiaSwordPlay,786,22,9,PT28M18S,1698,2026-06-19T11:59:12Z,746.5,1.05,0.65,0.11,,1.03,1,766.2,1.03,0.68,0.25,,https://www.youtube.com/watch?v=ONKm_24WjY8;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP
t2wC1ogrOSY,https://www.youtube.com/watch?v=t2wC1ogrOSY,GPL - Spieltag 7 - vs. Prekani : Kampf um die Tabellenspitze!,game,2014-10-26T11:00:09Z,UCbVtitB1c63WGzsZYmzUFzg,SurskitTV,https://www.youtube.com/user/SurskitTV,person_surskittv,SurskitTV,SurDrakings;Surstars,season_001;season_002;season_003;season_004,Regular Season,season_001,7,regular_season,,matched,season_001_schedule_0002,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 7; channel identifies SurskitTV; title names PresentLP as opponent; channel and title identify opposite sides,SurskitTV,PresentLP,1813,73,20,PT53M13S,3193,2026-06-19T11:59:12Z,1440,1.26,0.84,0.72,,0.97,1,1390.7,1.3,0.93,1.95,Top 10% trendbereinigt,https://www.youtube.com/watch?v=t2wC1ogrOSY;https://www.youtube.com/user/SurskitTV
1EAkdWy4eGY,https://www.youtube.com/watch?v=1EAkdWy4eGY,GPL - Spieltag 7 - vs. Surstars: Meinen Meister gefunden?,game,2014-10-26T11:00:14Z,UCGJoPLl-4NriTMUsNMK-9Zg,Present,https://www.youtube.com/user/Present,person_present,PresentLP,PrekaKnight;Prekani;Soulblaze,season_001;season_002;season_003;season_004;season_005;season_006;season_007;season_008;season_009,Regular Season,season_001,7,regular_season,,matched,season_001_schedule_0002,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 7; channel identifies PresentLP; title names SurskitTV as opponent; channel and title identify opposite sides,PresentLP,SurskitTV,1589,94,33,PT21M26S,1286,2026-06-19T11:59:12Z,1589,1,0.52,0,,0.97,1.1,1688.6,0.94,0.37,-0.36,,https://www.youtube.com/watch?v=1EAkdWy4eGY;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP
G88LQ6Qg9Fc,https://www.youtube.com/watch?v=G88LQ6Qg9Fc,GPL - Spieltag 7 - vs. Mortox : Glurak als Wall? Ja kann man mal machen,game,2014-10-26T12:00:05Z,UCwpw7YN2wCG1SeK-09ViUHg,Raizor,https://www.youtube.com/c/Raizor,person_raizor,Raizor,Raizoroark;Soulblaze;Soulstealer;Unbound Zoroarks,season_001;season_002;season_003;season_005;season_006;season_007;season_008;season_009,Regular Season,season_001,7,regular_season,,matched,season_001_schedule_0006,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 7; channel identifies Raizor; title names Morbolth as opponent; channel and title identify opposite sides,Raizor,Morbolth,7012,231,30,PT21M6S,1266,2026-06-19T11:59:12Z,6206.5,1.13,0.78,0.72,,0.97,1,6019.2,1.16,0.87,1.15,,https://www.youtube.com/watch?v=G88LQ6Qg9Fc;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt
Lsuv87a_1nk,https://www.youtube.com/watch?v=Lsuv87a_1nk,"GPL - Spieltag 7 - vs. Rasselbande: SCARF, BAND oder doch Life Orb?",game,2014-10-26T13:58:19Z,UCTk-IMDTJ1SxuUKiZ-VBCsQ,Silva,https://www.youtube.com/user/FinaALFaNtAsyLP,person_silva,Silva,Diggersby Army,season_001,Regular Season,season_001,7,regular_season,,matched,season_001_schedule_0014,85,high,"source_season,week,channel",matched season season_001 from normalized match; matched source season season_001; matched week 7; channel identifies Silva,Silva,PokemonFakten,626,28,8,PT10M38S,638,2026-06-19T11:59:12Z,672,0.93,0.37,-0.29,,0.97,1.07,693.1,0.9,0.31,-0.66,,https://www.youtube.com/watch?v=Lsuv87a_1nk;https://www.youtube.com/user/FinaALFaNtAsyLP
AXAHuKbgwjw,https://www.youtube.com/watch?v=AXAHuKbgwjw,GPL ★ Spieltag 7 - VS. Fnupagladi : Das Siedewasser bleibt kalt,game,2014-10-26T16:00:01Z,UCn4dc4SWrOVdhrLB7FXH6ew,DaumenkinoLP,https://www.youtube.com/c/DaumenkinoLP,person_daumenkino,DaumenkinoLP,Melting Mamoswines,season_001;season_002;season_003,Regular Season,season_001,7,regular_season,,matched,season_001_schedule_0022,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 7; channel identifies DaumenkinoLP; title names Cabgolord as opponent; channel and title identify opposite sides,DaumenkinoLP,Cabgolord,648,23,7,PT25M56S,1556,2026-06-19T11:59:12Z,746.5,0.87,0.45,-0.31,,0.97,1,723,0.9,0.3,-0.71,,https://www.youtube.com/watch?v=AXAHuKbgwjw;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP
X3g5ipEkBFU,https://www.youtube.com/watch?v=X3g5ipEkBFU,GPL - Spieltag 7 - vs. Melting Mamoswines: Die Mammuts rollen an,game,2014-10-26T16:00:07Z,UClbnmUIrsk42cC9Nlm_Npnw,Fnupa,https://www.youtube.com/user/Fnupa,person_fnupa,Cabgolord,Doomforce;Fnupagladi,season_001;season_002,Regular Season,season_001,7,regular_season,,matched,season_001_schedule_0022,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 7; channel identifies Cabgolord; title names DaumenkinoLP as opponent; channel and title identify opposite sides,Cabgolord,DaumenkinoLP,453,21,7,PT16M5S,965,2026-06-19T11:59:12Z,554,0.82,0.25,-0.71,,0.97,1.03,549.8,0.82,0.19,-1.31,,https://www.youtube.com/watch?v=X3g5ipEkBFU;https://www.youtube.com/user/Fnupa;https://www.youtube.com/user/Fnupa/
kZoT6e_gpeo,https://www.youtube.com/watch?v=kZoT6e_gpeo,GPL - Spieltag 8 - vs. Raizoroark : Symvolararsch!,game,2014-11-02T11:00:03Z,UCbVtitB1c63WGzsZYmzUFzg,SurskitTV,https://www.youtube.com/user/SurskitTV,person_surskittv,SurskitTV,SurDrakings;Surstars,season_001;season_002;season_003;season_004,Regular Season,season_001,8,regular_season,,matched,season_001_schedule_0026,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 8; channel identifies SurskitTV; title names Raizor as opponent; channel and title identify opposite sides,SurskitTV,Raizor,1138,51,10,PT25M21S,1521,2026-06-19T11:59:12Z,1440,0.79,0.26,-0.74,,0.94,1,1354.9,0.84,0.24,-1.17,,https://www.youtube.com/watch?v=kZoT6e_gpeo;https://www.youtube.com/user/SurskitTV
SEPwq-Ly8ow,https://www.youtube.com/watch?v=SEPwq-Ly8ow,GPL - Spieltag 8 - vs. Surstars : Konter gegen Symvolara,game,2014-11-02T11:00:10Z,UCwpw7YN2wCG1SeK-09ViUHg,Raizor,https://www.youtube.com/c/Raizor,person_raizor,Raizor,Raizoroark;Soulblaze;Soulstealer;Unbound Zoroarks,season_001;season_002;season_003;season_005;season_006;season_007;season_008;season_009,Regular Season,season_001,8,regular_season,,matched,season_001_schedule_0026,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 8; channel identifies Raizor; title names SurskitTV as opponent; channel and title identify opposite sides,Raizor,SurskitTV,4874,201,19,PT10M39S,639,2026-06-19T11:59:12Z,6206.5,0.79,0.17,-1.42,,0.94,1.1,6425.8,0.76,0.1,-1.9,,https://www.youtube.com/watch?v=SEPwq-Ly8ow;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt
kxeUKaJNNbI,https://www.youtube.com/watch?v=kxeUKaJNNbI,GPL - Spieltag 8 - vs. Dancing Darmanitans: Ohne Worte...,game,2014-11-02T12:00:05Z,UCGJoPLl-4NriTMUsNMK-9Zg,Present,https://www.youtube.com/user/Present,person_present,PresentLP,PrekaKnight;Prekani;Soulblaze,season_001;season_002;season_003;season_004;season_005;season_006;season_007;season_008;season_009,Regular Season,season_001,8,regular_season,,matched,season_001_schedule_0030,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 8; channel identifies PresentLP; title names Shiro as opponent; channel and title identify opposite sides,PresentLP,Shiro,1516,75,20,PT9M23S,563,2026-06-19T11:59:12Z,1589,0.95,0.24,-0.68,,0.94,1,1495.1,1.01,0.64,0.17,,https://www.youtube.com/watch?v=kxeUKaJNNbI;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP
FY2mMFxAQ1c,https://www.youtube.com/watch?v=FY2mMFxAQ1c,GPL - Spieltag 8 - vs. MORTOX: Morbol´s GNADE!,game,2014-11-02T13:00:20Z,UCTk-IMDTJ1SxuUKiZ-VBCsQ,Silva,https://www.youtube.com/user/FinaALFaNtAsyLP,person_silva,Silva,Diggersby Army,season_001,Regular Season,season_001,8,regular_season,,matched,season_001_schedule_0034,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 8; channel identifies Silva; title names Morbolth as opponent; channel and title identify opposite sides,Silva,Morbolth,690,36,17,PT16M14S,974,2026-06-19T11:59:12Z,672,1.03,0.63,0.11,,0.94,1,635,1.09,0.8,0.66,,https://www.youtube.com/watch?v=FY2mMFxAQ1c;https://www.youtube.com/user/FinaALFaNtAsyLP
f21wczVjl30,https://www.youtube.com/watch?v=f21wczVjl30,GPL ★ Spieltag 8 - VS. Rasselbande : Brudi gegen Brudi,game,2014-11-02T15:00:07Z,UCn4dc4SWrOVdhrLB7FXH6ew,DaumenkinoLP,https://www.youtube.com/c/DaumenkinoLP,person_daumenkino,DaumenkinoLP,Melting Mamoswines,season_001;season_002;season_003,Regular Season,season_001,8,regular_season,,matched,season_001_schedule_0042,85,high,"source_season,week,channel",matched season season_001 from normalized match; matched source season season_001; matched week 8; channel identifies DaumenkinoLP,DaumenkinoLP,PokemonFakten,962,33,8,PT25M59S,1559,2026-06-19T11:59:12Z,746.5,1.29,0.75,0.55,,0.94,1.07,750.1,1.28,0.92,1.83,Top 10% trendbereinigt,https://www.youtube.com/watch?v=f21wczVjl30;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP
NCHBcuggzcc,https://www.youtube.com/watch?v=NCHBcuggzcc,GPL - Spieltag 8 - vs. Arbok Duel Union: Der Kaffee läuft aus!,game,2014-11-02T16:00:10Z,UClbnmUIrsk42cC9Nlm_Npnw,Fnupa,https://www.youtube.com/user/Fnupa,person_fnupa,Cabgolord,Doomforce;Fnupagladi,season_001;season_002,Regular Season,season_001,8,regular_season,,matched,season_001_schedule_0046,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 8; channel identifies Cabgolord; title names Art'n'Gaming as opponent; channel and title identify opposite sides,Cabgolord,Art'n'Gaming,514,29,3,PT12M26S,746,2026-06-19T11:59:12Z,554,0.93,0.45,-0.26,,0.94,1,521.3,0.99,0.48,-0.03,,https://www.youtube.com/watch?v=NCHBcuggzcc;https://www.youtube.com/user/Fnupa;https://www.youtube.com/user/Fnupa/
fds2ITnjSuA,https://www.youtube.com/watch?v=fds2ITnjSuA,GPL - Spieltag 9 - vs. Dancing Darmanitans : Another Sigilyph-Dödel!,game,2014-11-09T11:00:08Z,UCbVtitB1c63WGzsZYmzUFzg,SurskitTV,https://www.youtube.com/user/SurskitTV,person_surskittv,SurskitTV,SurDrakings;Surstars,season_001;season_002;season_003;season_004,Regular Season,season_001,9,regular_season,,matched,season_001_schedule_0050,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 9; channel identifies SurskitTV; title names Shiro as opponent; channel and title identify opposite sides,SurskitTV,Shiro,1440,54,15,PT26M46S,1606,2026-06-19T11:59:12Z,1440,1,0.53,0,,1,1,1440.5,1,0.56,0.06,,https://www.youtube.com/watch?v=fds2ITnjSuA;https://www.youtube.com/user/SurskitTV
tOzy-IlaAfg,https://www.youtube.com/watch?v=tOzy-IlaAfg,GPL - Spieltag 9 - vs. RAIZOROARK: Zoroark benutzt TRICK 17!,game,2014-11-09T12:00:06Z,UCTk-IMDTJ1SxuUKiZ-VBCsQ,Silva,https://www.youtube.com/user/FinaALFaNtAsyLP,person_silva,Silva,Diggersby Army,season_001,Regular Season,season_001,9,regular_season,,matched,season_001_schedule_0054,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 9; channel identifies Silva; title names Raizor as opponent; channel and title identify opposite sides,Silva,Raizor,738,37,8,PT11M41S,701,2026-06-19T11:59:12Z,672,1.1,0.68,0.39,,1,1,672.2,1.1,0.82,0.73,,https://www.youtube.com/watch?v=tOzy-IlaAfg;https://www.youtube.com/user/FinaALFaNtAsyLP
3USy4vHOEQw,https://www.youtube.com/watch?v=3USy4vHOEQw,GPL - Spieltag 9 - vs. Diggersby Army : Zoroark's erster GROßER Auftritt!,game,2014-11-09T12:00:14Z,UCwpw7YN2wCG1SeK-09ViUHg,Raizor,https://www.youtube.com/c/Raizor,person_raizor,Raizor,Raizoroark;Soulblaze;Soulstealer;Unbound Zoroarks,season_001;season_002;season_003;season_005;season_006;season_007;season_008;season_009,Regular Season,season_001,9,regular_season,,matched,season_001_schedule_0054,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 9; channel identifies Raizor; title names Silva as opponent; channel and title identify opposite sides,Raizor,Silva,5781,216,39,PT12M45S,765,2026-06-19T11:59:12Z,6206.5,0.93,0.44,-0.41,,1,1.01,6294,0.92,0.34,-0.54,,https://www.youtube.com/watch?v=3USy4vHOEQw;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt
